source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD007862_DK_BirAp190_BioID_Conventional_Rep1	Homo sapiens	not available	not available	11	PXD007862_DK_BirAp190_BioID_Conventional_Rep1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_BirAp190_BioID_Conventional_Rep1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD007862_DK_APEX_IMS_REP2	Homo sapiens	not available	not available	12	PXD007862_DK_APEX_IMS_REP2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_APEX_IMS_REP2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD007862_DK_BirAp190_BioSITe_Rep1	Homo sapiens	not available	not available	13	PXD007862_DK_BirAp190_BioSITe_Rep1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_BirAp190_BioSITe_Rep1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD007862_DK_DiDBiT_Rep2	Homo sapiens	not available	not available	14	PXD007862_DK_DiDBiT_Rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_DiDBiT_Rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD007862_DK_Quantitative_BioSITe_REP1	Homo sapiens	not available	not available	15	PXD007862_DK_Quantitative_BioSITe_REP1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_Quantitative_BioSITe_REP1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD007862_DK_APEX_NES_REP3	Homo sapiens	not available	not available	16	PXD007862_DK_APEX_NES_REP3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_APEX_NES_REP3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD007862_DK_APEX_NES_REP1	Homo sapiens	not available	not available	17	PXD007862_DK_APEX_NES_REP1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_APEX_NES_REP1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD007862_DK_Quantitative_BioSITe_REP3	Homo sapiens	not available	not available	18	PXD007862_DK_Quantitative_BioSITe_REP3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_Quantitative_BioSITe_REP3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD007862_DK_Ab1_comparison_REP3	Homo sapiens	not available	not available	19	PXD007862_DK_Ab1_comparison_REP3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_Ab1_comparison_REP3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD007862_DK_Ab2_comparison_REP3	Homo sapiens	not available	not available	20	PXD007862_DK_Ab2_comparison_REP3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_Ab2_comparison_REP3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD007862_DK_APEX_IMS_REP1	Homo sapiens	not available	not available	21	PXD007862_DK_APEX_IMS_REP1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_APEX_IMS_REP1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD007862_DK_BirAp190_BioID_Conventional_Rep2	Homo sapiens	not available	not available	22	PXD007862_DK_BirAp190_BioID_Conventional_Rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_BirAp190_BioID_Conventional_Rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD007862_DK_BirAp190_BioID_Elution_after_On_Bead_Rep3	Homo sapiens	not available	not available	23	PXD007862_DK_BirAp190_BioID_Elution_after_On_Bead_Rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_BirAp190_BioID_Elution_after_On_Bead_Rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD007862_DK_Ab2_comparison_REP1	Homo sapiens	not available	not available	24	PXD007862_DK_Ab2_comparison_REP1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_Ab2_comparison_REP1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD007862_DK_APEX_IMS_REP3	Homo sapiens	not available	not available	25	PXD007862_DK_APEX_IMS_REP3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_APEX_IMS_REP3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD007862_DK_BirAp190_BioSITe_Rep2	Homo sapiens	not available	not available	26	PXD007862_DK_BirAp190_BioSITe_Rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_BirAp190_BioSITe_Rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD007862_DK_APEX_NES_REP2	Homo sapiens	not available	not available	27	PXD007862_DK_APEX_NES_REP2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotinylation of lysine;AC=null;TA=K;MT=Variable	NT=click label;AC=null;TA=S,T;MT=Variable	NT=biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	NT=oxidized-biotin-phenol modification of tyrosine;AC=null;TA=Y;MT=Variable	not available	not available	not available	biotin-specific antibody coupled to protein G beads (BioSITe capture of biotinylated peptides)	not available	not available	30 min	room temperature	DK_APEX_NES_REP2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
