source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD022690_OrbitrapLUMOS_20200719_10	Saccharomyces cerevisiae	whole cell lysate	not available	11	PXD022690_OrbitrapLUMOS_20200719_10_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200719_10.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200215_05	Saccharomyces cerevisiae	whole cell lysate	not available	12	PXD022690_OrbitrapLUMOS_20200215_05_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200215_05.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200719_03	Saccharomyces cerevisiae	whole cell lysate	not available	13	PXD022690_OrbitrapLUMOS_20200719_03_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200719_03.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200720_07	Saccharomyces cerevisiae	whole cell lysate	not available	14	PXD022690_OrbitrapLUMOS_20200720_07_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200720_07.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200720_04	Saccharomyces cerevisiae	whole cell lysate	not available	15	PXD022690_OrbitrapLUMOS_20200720_04_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200720_04.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200528_01	Saccharomyces cerevisiae	whole cell lysate	not available	16	PXD022690_OrbitrapLUMOS_20200528_01_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200528_01.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200718_09	Saccharomyces cerevisiae	whole cell lysate	not available	17	PXD022690_OrbitrapLUMOS_20200718_09_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200718_09.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200718_04	Saccharomyces cerevisiae	whole cell lysate	not available	18	PXD022690_OrbitrapLUMOS_20200718_04_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200718_04.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200404_04	Saccharomyces cerevisiae	whole cell lysate	not available	19	PXD022690_OrbitrapLUMOS_20200404_04_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200404_04.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200404_02	Saccharomyces cerevisiae	whole cell lysate	not available	20	PXD022690_OrbitrapLUMOS_20200404_02_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200404_02.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200718_01	Saccharomyces cerevisiae	whole cell lysate	not available	21	PXD022690_OrbitrapLUMOS_20200718_01_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200718_01.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
