source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD037678_22-205_ZF0705_ERM-NES-2-2_6-0711	Homo sapiens	mitochondrial matrix	not available	11	PXD037678_22-205_ZF0705_ERM-NES-2-2_6-0711_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-205_ZF0705_ERM-NES-2-2_6-0711.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-205_ZF0705_ERM-NES-2-4_8-0711	Homo sapiens	mitochondrial matrix	not available	12	PXD037678_22-205_ZF0705_ERM-NES-2-4_8-0711_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-205_ZF0705_ERM-NES-2-4_8-0711.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-205_ZF0705_ERM-NES-1-3_7-0711	Homo sapiens	mitochondrial matrix	not available	13	PXD037678_22-205_ZF0705_ERM-NES-1-3_7-0711_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-205_ZF0705_ERM-NES-1-3_7-0711.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-205_ZF0705_ERM-NES-2-1_5_0711	Homo sapiens (human)	mitochondrial matrix	not available	14	PXD037678_22-205_ZF0705_ERM-NES-2-1_5_0711_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-205_ZF0705_ERM-NES-2-1_5_0711.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-233_ZF0729_H2B-BL_1-2	Homo sapiens	mitochondrial matrix	not available	15	PXD037678_22-233_ZF0729_H2B-BL_1-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-233_ZF0729_H2B-BL_1-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-233_ZF0729_H2B-BL_1-1	Homo sapiens	mitochondrial matrix	not available	16	PXD037678_22-233_ZF0729_H2B-BL_1-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-233_ZF0729_H2B-BL_1-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-233_ZF0729_H2B-NES-1-4	Homo sapiens	mitochondrial matrix	not available	17	PXD037678_22-233_ZF0729_H2B-NES-1-4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-233_ZF0729_H2B-NES-1-4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-233_ZF0729_H2B-NES-2-3	Homo sapiens	mitochondrial matrix	not available	18	PXD037678_22-233_ZF0729_H2B-NES-2-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-233_ZF0729_H2B-NES-2-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-233_ZF0729_H2B-NES-2-2	Homo sapiens	mitochondrial matrix	not available	19	PXD037678_22-233_ZF0729_H2B-NES-2-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-233_ZF0729_H2B-NES-2-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-233_ZF0729_H2B-NES-1-3	Homo sapiens	mitochondrial matrix	not available	20	PXD037678_22-233_ZF0729_H2B-NES-1-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-233_ZF0729_H2B-NES-1-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-233_ZF0729-H2B-NES-1-2	Homo sapiens	mitochondrial matrix	not available	21	PXD037678_22-233_ZF0729-H2B-NES-1-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-233_ZF0729-H2B-NES-1-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-233_ZF0729_H2B-NES-2-1	Homo sapiens	mitochondrial matrix	not available	22	PXD037678_22-233_ZF0729_H2B-NES-2-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-233_ZF0729_H2B-NES-2-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_20220917_Hela_SOP3-KDEL-Pulse-chase-1	Homo sapiens	mitochondrial matrix	not available	23	PXD037678_20220917_Hela_SOP3-KDEL-Pulse-chase-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	20220917_Hela_SOP3-KDEL-Pulse-chase-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_20220917_Hela_SOP3-KDEL-Pulse-chase-3	Homo sapiens	mitochondrial matrix	not available	24	PXD037678_20220917_Hela_SOP3-KDEL-Pulse-chase-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	20220917_Hela_SOP3-KDEL-Pulse-chase-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_20220917_Hela_SOP3-KDEL-Pulse-chase-4	Homo sapiens	mitochondrial matrix	not available	25	PXD037678_20220917_Hela_SOP3-KDEL-Pulse-chase-4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	20220917_Hela_SOP3-KDEL-Pulse-chase-4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD037678_22-233_ZF0729-H2B-NES-1-1	Homo sapiens	mitochondrial matrix	not available	26	PXD037678_22-233_ZF0729-H2B-NES-1-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=H;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=W;MT=Variable	NT=Acetylation;AC=UNIMOD:1;TA=N-term;MT=Variable	not available	not available	not available	streptavidin-coated agarose beads (affinity enrichment of biotinylated proteins/peptides)	not available	not available	15 min	room temperature	22-233_ZF0729-H2B-NES-1-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
