source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD037652_ovo_tbPHOX_SCE212631_1hr_2_OTscore95	Gallus gallus	whole cell	not available	11	PXD037652_ovo_tbPHOX_SCE212631_1hr_2_OTscore95_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=PhoX cross-linked mass modification;AC=null;TA=K or Protein N-terminus;MT=Variable	not available	not available	NT=[{'NT': 'tBu-PhoX', 'AC': None, 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=tBu-PhoX;AC=null;CL=no;TA=K,nterm'}, {'NT': 'PhoX', 'AC': 'XLMOD:02258', 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=PhoX;AC=XLMOD:02258;CL=no;TA=K,nterm'}]	not available	2.5–5 mM	not available	30–60 min	room temperature	ovo_tbPHOX_SCE212631_1hr_2_OTscore95.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD037652_ecoli_tbPHOX_SCE212631_1hr_2_OTscore20	Escherichia coli	whole cell	not available	12	PXD037652_ecoli_tbPHOX_SCE212631_1hr_2_OTscore20_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=PhoX cross-linked mass modification;AC=null;TA=K or Protein N-terminus;MT=Variable	not available	not available	NT=[{'NT': 'tBu-PhoX', 'AC': None, 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=tBu-PhoX;AC=null;CL=no;TA=K,nterm'}, {'NT': 'PhoX', 'AC': 'XLMOD:02258', 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=PhoX;AC=XLMOD:02258;CL=no;TA=K,nterm'}]	not available	2.5–5 mM	not available	30–60 min	room temperature	ecoli_tbPHOX_SCE212631_1hr_2_OTscore20.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD037652_ovo_tbPHOX_SCE212631_1hr_2_ITscore60	Gallus gallus	whole cell	not available	13	PXD037652_ovo_tbPHOX_SCE212631_1hr_2_ITscore60_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=PhoX cross-linked mass modification;AC=null;TA=K or Protein N-terminus;MT=Variable	not available	not available	NT=[{'NT': 'tBu-PhoX', 'AC': None, 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=tBu-PhoX;AC=null;CL=no;TA=K,nterm'}, {'NT': 'PhoX', 'AC': 'XLMOD:02258', 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=PhoX;AC=XLMOD:02258;CL=no;TA=K,nterm'}]	not available	2.5–5 mM	not available	30–60 min	room temperature	ovo_tbPHOX_SCE212631_1hr_2_ITscore60.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD037652_ecoli_tbPHOX_SCE212631_1hr_2_ITscore60	Escherichia coli	whole cell	not available	14	PXD037652_ecoli_tbPHOX_SCE212631_1hr_2_ITscore60_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=PhoX cross-linked mass modification;AC=null;TA=K or Protein N-terminus;MT=Variable	not available	not available	NT=[{'NT': 'tBu-PhoX', 'AC': None, 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=tBu-PhoX;AC=null;CL=no;TA=K,nterm'}, {'NT': 'PhoX', 'AC': 'XLMOD:02258', 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=PhoX;AC=XLMOD:02258;CL=no;TA=K,nterm'}]	not available	2.5–5 mM	not available	30–60 min	room temperature	ecoli_tbPHOX_SCE212631_1hr_2_ITscore60.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD037652_ovo_tbPHOX_SCE212631_1hr_2_ITscore40	Gallus gallus	whole cell	not available	15	PXD037652_ovo_tbPHOX_SCE212631_1hr_2_ITscore40_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=PhoX cross-linked mass modification;AC=null;TA=K or Protein N-terminus;MT=Variable	not available	not available	NT=[{'NT': 'tBu-PhoX', 'AC': None, 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=tBu-PhoX;AC=null;CL=no;TA=K,nterm'}, {'NT': 'PhoX', 'AC': 'XLMOD:02258', 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=PhoX;AC=XLMOD:02258;CL=no;TA=K,nterm'}]	not available	2.5–5 mM	not available	30–60 min	room temperature	ovo_tbPHOX_SCE212631_1hr_2_ITscore40.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD037652_ecoli_tbPHOX_SCE212631_2hr_ITscore40_NCE60promote	Escherichia coli	whole cell	not available	16	PXD037652_ecoli_tbPHOX_SCE212631_2hr_ITscore40_NCE60promote_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=PhoX cross-linked mass modification;AC=null;TA=K or Protein N-terminus;MT=Variable	not available	not available	NT=[{'NT': 'tBu-PhoX', 'AC': None, 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=tBu-PhoX;AC=null;CL=no;TA=K,nterm'}, {'NT': 'PhoX', 'AC': 'XLMOD:02258', 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=PhoX;AC=XLMOD:02258;CL=no;TA=K,nterm'}]	not available	2.5–5 mM	not available	30–60 min	room temperature	ecoli_tbPHOX_SCE212631_2hr_ITscore40_NCE60promote.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD037652_ecoli_tbPHOX_SCE212631_1hr_ITscore40_NCE60promote	Escherichia coli	whole cell	not available	17	PXD037652_ecoli_tbPHOX_SCE212631_1hr_ITscore40_NCE60promote_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=PhoX cross-linked mass modification;AC=null;TA=K or Protein N-terminus;MT=Variable	not available	not available	NT=[{'NT': 'tBu-PhoX', 'AC': None, 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=tBu-PhoX;AC=null;CL=no;TA=K,nterm'}, {'NT': 'PhoX', 'AC': 'XLMOD:02258', 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=PhoX;AC=XLMOD:02258;CL=no;TA=K,nterm'}]	not available	2.5–5 mM	not available	30–60 min	room temperature	ecoli_tbPHOX_SCE212631_1hr_ITscore40_NCE60promote.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD037652_ecoli_tbPHOX_SCE212631_2hr	Escherichia coli	whole cell	not available	18	PXD037652_ecoli_tbPHOX_SCE212631_2hr_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=PhoX cross-linked mass modification;AC=null;TA=K or Protein N-terminus;MT=Variable	not available	not available	NT=[{'NT': 'tBu-PhoX', 'AC': None, 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=tBu-PhoX;AC=null;CL=no;TA=K,nterm'}, {'NT': 'PhoX', 'AC': 'XLMOD:02258', 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=PhoX;AC=XLMOD:02258;CL=no;TA=K,nterm'}]	not available	2.5–5 mM	not available	30–60 min	room temperature	ecoli_tbPHOX_SCE212631_2hr.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD037652_ecoli_tbPHOX_SCE212631_2hr_ITscore40_NCE60promote_monorejct	Escherichia coli	whole cell	not available	19	PXD037652_ecoli_tbPHOX_SCE212631_2hr_ITscore40_NCE60promote_monorejct_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=PhoX cross-linked mass modification;AC=null;TA=K or Protein N-terminus;MT=Variable	not available	not available	NT=[{'NT': 'tBu-PhoX', 'AC': None, 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=tBu-PhoX;AC=null;CL=no;TA=K,nterm'}, {'NT': 'PhoX', 'AC': 'XLMOD:02258', 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=PhoX;AC=XLMOD:02258;CL=no;TA=K,nterm'}]	not available	2.5–5 mM	not available	30–60 min	room temperature	ecoli_tbPHOX_SCE212631_2hr_ITscore40_NCE60promote_monorejct.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD037652_ADH_Phox_2_SCE	Saccharomyces cerevisiae	whole cell	not available	20	PXD037652_ADH_Phox_2_SCE_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=PhoX cross-linked mass modification;AC=null;TA=K or Protein N-terminus;MT=Variable	not available	not available	NT=[{'NT': 'tBu-PhoX', 'AC': None, 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=tBu-PhoX;AC=null;CL=no;TA=K,nterm'}, {'NT': 'PhoX', 'AC': 'XLMOD:02258', 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=PhoX;AC=XLMOD:02258;CL=no;TA=K,nterm'}]	not available	2.5–5 mM	not available	30–60 min	room temperature	ADH_Phox_2_SCE.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD037652_ecoli_tbPHOX_SCE212631_1hr_2_OTscore80	Escherichia coli	whole cell	not available	21	PXD037652_ecoli_tbPHOX_SCE212631_1hr_2_OTscore80_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=PhoX cross-linked mass modification;AC=null;TA=K or Protein N-terminus;MT=Variable	not available	not available	NT=[{'NT': 'tBu-PhoX', 'AC': None, 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=tBu-PhoX;AC=null;CL=no;TA=K,nterm'}, {'NT': 'PhoX', 'AC': 'XLMOD:02258', 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=PhoX;AC=XLMOD:02258;CL=no;TA=K,nterm'}]	not available	2.5–5 mM	not available	30–60 min	room temperature	ecoli_tbPHOX_SCE212631_1hr_2_OTscore80.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD037652_ecoli_tbPHOX_SCE212631_1hr_ITscore40_NCE60	Escherichia coli	whole cell	not available	22	PXD037652_ecoli_tbPHOX_SCE212631_1hr_ITscore40_NCE60_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=PhoX cross-linked mass modification;AC=null;TA=K or Protein N-terminus;MT=Variable	not available	not available	NT=[{'NT': 'tBu-PhoX', 'AC': None, 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=tBu-PhoX;AC=null;CL=no;TA=K,nterm'}, {'NT': 'PhoX', 'AC': 'XLMOD:02258', 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=PhoX;AC=XLMOD:02258;CL=no;TA=K,nterm'}]	not available	2.5–5 mM	not available	30–60 min	room temperature	ecoli_tbPHOX_SCE212631_1hr_ITscore40_NCE60.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD037652_ecoli_tbPHOX_SCE212631_1hr_2_ITscore80	Escherichia coli	whole cell	not available	23	PXD037652_ecoli_tbPHOX_SCE212631_1hr_2_ITscore80_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=PhoX cross-linked mass modification;AC=null;TA=K or Protein N-terminus;MT=Variable	not available	not available	NT=[{'NT': 'tBu-PhoX', 'AC': None, 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=tBu-PhoX;AC=null;CL=no;TA=K,nterm'}, {'NT': 'PhoX', 'AC': 'XLMOD:02258', 'CL': 'no', 'TA': 'K,nterm', 'structured_value': 'NT=PhoX;AC=XLMOD:02258;CL=no;TA=K,nterm'}]	not available	2.5–5 mM	not available	30–60 min	room temperature	ecoli_tbPHOX_SCE212631_1hr_2_ITscore80.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
