source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD031159_20201202_SUMO2_50B3_3SIM_MBP_rep3	Homo sapiens	not available	whole cell lysate	not available	11	PXD031159_20201202_SUMO2_50B3_3SIM_MBP_rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	20201202_SUMO2_50B3_3SIM_MBP_rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_20200112_MBPZ_E24B3_E25Q_AFFI_4A7H8Q	Homo sapiens	not available	whole cell lysate	not available	12	PXD031159_20200112_MBPZ_E24B3_E25Q_AFFI_4A7H8Q_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	20200112_MBPZ_E24B3_E25Q_AFFI_4A7H8Q.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_BING_TRX2KR_DISULFIDE_LYSC_GLUC_REP3_20191101	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Escherichia coli;AC=NCBITaxon:562	whole cell lysate	not available	13	PXD031159_BING_TRX2KR_DISULFIDE_LYSC_GLUC_REP3_20191101_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	BING_TRX2KR_DISULFIDE_LYSC_GLUC_REP3_20191101.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_20201202_SUMO2_49B3_3SIM_MBP_rep2	Homo sapiens	not available	whole cell lysate	not available	14	PXD031159_20201202_SUMO2_49B3_3SIM_MBP_rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	20201202_SUMO2_49B3_3SIM_MBP_rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_20210923_SUMO2_50TAG_INCUBATE_CELL_LYSATE_TWICEHISIP_TRYPSIN_REP2	Homo sapiens	not available	whole cell lysate	not available	15	PXD031159_20210923_SUMO2_50TAG_INCUBATE_CELL_LYSATE_TWICEHISIP_TRYPSIN_REP2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	20210923_SUMO2_50TAG_INCUBATE_CELL_LYSATE_TWICEHISIP_TRYPSIN_REP2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_20210923_SUMO2_50TAG_CONTROL_TWICE_IP_REP1	Homo sapiens	not available	whole cell lysate	not available	16	PXD031159_20210923_SUMO2_50TAG_CONTROL_TWICE_IP_REP1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	20210923_SUMO2_50TAG_CONTROL_TWICE_IP_REP1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_20210127_MBPZ_24B3_AFI_2N4A8Q7H	Homo sapiens	not available	whole cell lysate	not available	17	PXD031159_20210127_MBPZ_24B3_AFI_2N4A8Q7H_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	20210127_MBPZ_24B3_AFI_2N4A8Q7H.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_20210923_SUMO2_50TAG_INCUBATE_CELL_LYSATE_TWICEHISIP_TRYPSIN_REP1	Homo sapiens	not available	whole cell lysate	not available	18	PXD031159_20210923_SUMO2_50TAG_INCUBATE_CELL_LYSATE_TWICEHISIP_TRYPSIN_REP1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	20210923_SUMO2_50TAG_INCUBATE_CELL_LYSATE_TWICEHISIP_TRYPSIN_REP1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_BING_TRX2KR_DISULFIDE_LYSC_GLUC_REP2_20191101	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Escherichia coli;AC=NCBITaxon:562	whole cell lysate	not available	19	PXD031159_BING_TRX2KR_DISULFIDE_LYSC_GLUC_REP2_20191101_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	BING_TRX2KR_DISULFIDE_LYSC_GLUC_REP2_20191101.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_20201202_SUMO2_49B3_3SIM_MBP_rep1	Homo sapiens	not available	whole cell lysate	not available	20	PXD031159_20201202_SUMO2_49B3_3SIM_MBP_rep1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	20201202_SUMO2_49B3_3SIM_MBP_rep1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_20210127_MBPZ_24B3_AFI_2N4A8Q7C	Homo sapiens	not available	whole cell lysate	not available	21	PXD031159_20210127_MBPZ_24B3_AFI_2N4A8Q7C_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	20210127_MBPZ_24B3_AFI_2N4A8Q7C.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_20210923_SUMO2_49TAG_INCUBATE_CELL_LYSATE_TWICEHISIP_TRYPSIN_REP2	Homo sapiens	not available	whole cell lysate	not available	22	PXD031159_20210923_SUMO2_49TAG_INCUBATE_CELL_LYSATE_TWICEHISIP_TRYPSIN_REP2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	20210923_SUMO2_49TAG_INCUBATE_CELL_LYSATE_TWICEHISIP_TRYPSIN_REP2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_20210923_SUMO2_50TAG_CONTROL_TWICE_IP_REP2	Homo sapiens	not available	whole cell lysate	not available	23	PXD031159_20210923_SUMO2_50TAG_CONTROL_TWICE_IP_REP2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	20210923_SUMO2_50TAG_CONTROL_TWICE_IP_REP2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_20210529_MBPZ_24B3_AFI_2N4A8Q7E	Homo sapiens	not available	whole cell lysate	not available	24	PXD031159_20210529_MBPZ_24B3_AFI_2N4A8Q7E_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	20210529_MBPZ_24B3_AFI_2N4A8Q7E.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_20210923_SUMO2_49TAG_CONTROL_TWICE_IP_REP1	Homo sapiens	not available	whole cell lysate	not available	25	PXD031159_20210923_SUMO2_49TAG_CONTROL_TWICE_IP_REP1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	20210923_SUMO2_49TAG_CONTROL_TWICE_IP_REP1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_20201202_SUMO2_50B3_3SIM_MBP_rep1	Homo sapiens	not available	whole cell lysate	not available	26	PXD031159_20201202_SUMO2_50B3_3SIM_MBP_rep1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	20201202_SUMO2_50B3_3SIM_MBP_rep1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_20200112_MBPZ_E24B3_E25Q_AFFI_4A7E8Q	Homo sapiens	not available	whole cell lysate	not available	27	PXD031159_20200112_MBPZ_E24B3_E25Q_AFFI_4A7E8Q_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	20200112_MBPZ_E24B3_E25Q_AFFI_4A7E8Q.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD031159_20210127_MBPZ_24B3_AFI_2N4A8Q7D	Homo sapiens	not available	whole cell lysate	not available	28	PXD031159_20210127_MBPZ_24B3_AFI_2N4A8Q7D_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=[{'NT': 'BprY', 'AC': None, 'CL': None, 'TA': 'C'}]	two-step His-tag purification using Ni-NTA affinity resin followed by Ni-NTA agarose on-bead enrichment of cross-linked peptides	1 mM	not available	8 h	37 °C	20210127_MBPZ_24B3_AFI_2N4A8Q7D.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
