source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD053984_ACE_0366_AG01-C5	Homo sapiens	not available	purified proteins	not available	12	PXD053984_ACE_0366_AG01-C5_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSSO'];AC=['XLMOD:02126'];TA=['K,S,T,Y']	not available	50 mM	3.3-fold excess	1 h	25 °C	ACE_0366_AG01-C5.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD053984_ACE_0366_AG04-C11	Homo sapiens	not available	purified proteins	not available	13	PXD053984_ACE_0366_AG04-C11_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSSO'];AC=['XLMOD:02126'];TA=['K,S,T,Y']	not available	50 mM	3.3-fold excess	1 h	25 °C	ACE_0366_AG04-C11.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD053984_ACE_0366_AG01-C6	Homo sapiens	not available	purified proteins	not available	14	PXD053984_ACE_0366_AG01-C6_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSSO'];AC=['XLMOD:02126'];TA=['K,S,T,Y']	not available	50 mM	3.3-fold excess	1 h	25 °C	ACE_0366_AG01-C6.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD053984_ACE_0366_AG04-C4	Homo sapiens	not available	purified proteins	not available	15	PXD053984_ACE_0366_AG04-C4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSSO'];AC=['XLMOD:02126'];TA=['K,S,T,Y']	not available	50 mM	3.3-fold excess	1 h	25 °C	ACE_0366_AG04-C4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD053984_ACE_0366_AG01-C10	Homo sapiens	not available	purified proteins	not available	16	PXD053984_ACE_0366_AG01-C10_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSSO'];AC=['XLMOD:02126'];TA=['K,S,T,Y']	not available	50 mM	3.3-fold excess	1 h	25 °C	ACE_0366_AG01-C10.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD053984_ACE_0366_AG01-C9	Homo sapiens	not available	purified proteins	not available	17	PXD053984_ACE_0366_AG01-C9_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSSO'];AC=['XLMOD:02126'];TA=['K,S,T,Y']	not available	50 mM	3.3-fold excess	1 h	25 °C	ACE_0366_AG01-C9.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD053984_ACE_0366_AG04-C8	Homo sapiens	not available	purified proteins	not available	18	PXD053984_ACE_0366_AG04-C8_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSSO'];AC=['XLMOD:02126'];TA=['K,S,T,Y']	not available	50 mM	3.3-fold excess	1 h	25 °C	ACE_0366_AG04-C8.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD053984_ACE_0366_AG01-C7	Homo sapiens	not available	purified proteins	not available	19	PXD053984_ACE_0366_AG01-C7_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSSO'];AC=['XLMOD:02126'];TA=['K,S,T,Y']	not available	50 mM	3.3-fold excess	1 h	25 °C	ACE_0366_AG01-C7.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD053984_ACE_0439_AG02-02_MS2_MS3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Escherichia coli;AC=NCBITaxon:562	purified proteins	not available	20	PXD053984_ACE_0439_AG02-02_MS2_MS3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSSO'];AC=['XLMOD:02126'];TA=['K,S,T,Y']	not available	50 mM	3.3-fold excess	1 h	25 °C	ACE_0439_AG02-02_MS2_MS3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD053984_ACE_0366_AG04-C6	Homo sapiens	not available	purified proteins	not available	21	PXD053984_ACE_0366_AG04-C6_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSSO'];AC=['XLMOD:02126'];TA=['K,S,T,Y']	not available	50 mM	3.3-fold excess	1 h	25 °C	ACE_0366_AG04-C6.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
