source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD027267_KS_V_975	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	31	PXD027267_KS_V_975_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:21;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_V_975.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD027267_KS_Q_1102	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	32	PXD027267_KS_Q_1102_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:21;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1102.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD027267_KS_Q_1106	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	33	PXD027267_KS_Q_1106_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:21;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1106.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD027267_KS_Q_1107	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	34	PXD027267_KS_Q_1107_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:21;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1107.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD027267_KS_Q_1133	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	35	PXD027267_KS_Q_1133_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:21;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1133.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD027267_KS_Q_1099	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	36	PXD027267_KS_Q_1099_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:21;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1099.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD027267_KS_Q_1177	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	37	PXD027267_KS_Q_1177_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:21;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1177.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD027267_KS_Q_1090	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	38	PXD027267_KS_Q_1090_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:21;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1090.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD027267_KS_Q_1097	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	39	PXD027267_KS_Q_1097_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:21;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1097.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD027267_KS_Q_1108	Saccharomyces cerevisiae	head region of the ribosomal 40S subunit	not available	40	PXD027267_KS_Q_1108_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:21;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_Q_1108.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
