source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD055085_Sumo_Ab_DSSO_Chymotrypsin_onBeads_300123_1	Oryctolagus sp. 'rabbit_od'	not available	not available	18	PXD055085_Sumo_Ab_DSSO_Chymotrypsin_onBeads_300123_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=UNIMOD:null;TA=N;MT=Variable	NT=Pyro-glutamic acid;AC=UNIMOD:null;TA=Q;MT=Variable	not available	not available	NT=['DSS', 'DSSO', 'TBDSPP'];AC=['XLMOD:02001', 'XLMOD:02126', None];TA=['K,nterm', 'K,S,T,Y', None]	Titansphere Phos-TiO kit (GL Science) for TBDSPP-cross-linked peptides	2 mM	not available	1 h	room temperature	Sumo_Ab_DSSO_Chymotrypsin_onBeads_300123_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD055085_Sumo_Ab_1ug_Pepsin	Oryctolagus sp. 'rabbit_od'	not available	not available	19	PXD055085_Sumo_Ab_1ug_Pepsin_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=UNIMOD:null;TA=N;MT=Variable	NT=Pyro-glutamic acid;AC=UNIMOD:null;TA=Q;MT=Variable	not available	not available	NT=['DSS', 'DSSO', 'TBDSPP'];AC=['XLMOD:02001', 'XLMOD:02126', None];TA=['K,nterm', 'K,S,T,Y', None]	Titansphere Phos-TiO kit (GL Science) for TBDSPP-cross-linked peptides	2 mM	not available	1 h	room temperature	Sumo_Ab_1ug_Pepsin.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD055085_Sumo_Ab_NQTGG_DSS_221122_9	Oryctolagus sp. 'rabbit_od'	not available	not available	20	PXD055085_Sumo_Ab_NQTGG_DSS_221122_9_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=UNIMOD:null;TA=N;MT=Variable	NT=Pyro-glutamic acid;AC=UNIMOD:null;TA=Q;MT=Variable	not available	not available	NT=['DSS', 'DSSO', 'TBDSPP'];AC=['XLMOD:02001', 'XLMOD:02126', None];TA=['K,nterm', 'K,S,T,Y', None]	Titansphere Phos-TiO kit (GL Science) for TBDSPP-cross-linked peptides	2 mM	not available	1 h	room temperature	Sumo_Ab_NQTGG_DSS_221122_9.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD055085_Sumo_Ab_1ug_GluC	Oryctolagus sp. 'rabbit_od'	not available	not available	21	PXD055085_Sumo_Ab_1ug_GluC_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=UNIMOD:null;TA=N;MT=Variable	NT=Pyro-glutamic acid;AC=UNIMOD:null;TA=Q;MT=Variable	not available	not available	NT=['DSS', 'DSSO', 'TBDSPP'];AC=['XLMOD:02001', 'XLMOD:02126', None];TA=['K,nterm', 'K,S,T,Y', None]	Titansphere Phos-TiO kit (GL Science) for TBDSPP-cross-linked peptides	2 mM	not available	1 h	room temperature	Sumo_Ab_1ug_GluC.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD055085_Sumo_Ab_1ug_Trypsin_Chymotryspin	Oryctolagus sp. 'rabbit_od'	not available	not available	22	PXD055085_Sumo_Ab_1ug_Trypsin_Chymotryspin_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=UNIMOD:null;TA=N;MT=Variable	NT=Pyro-glutamic acid;AC=UNIMOD:null;TA=Q;MT=Variable	not available	not available	NT=['DSS', 'DSSO', 'TBDSPP'];AC=['XLMOD:02001', 'XLMOD:02126', None];TA=['K,nterm', 'K,S,T,Y', None]	Titansphere Phos-TiO kit (GL Science) for TBDSPP-cross-linked peptides	2 mM	not available	1 h	room temperature	Sumo_Ab_1ug_Trypsin_Chymotryspin.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD055085_Sumo_Ab_1ug_Snijder_3	Oryctolagus sp. 'rabbit_od'	not available	not available	23	PXD055085_Sumo_Ab_1ug_Snijder_3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=UNIMOD:null;TA=N;MT=Variable	NT=Pyro-glutamic acid;AC=UNIMOD:null;TA=Q;MT=Variable	not available	not available	NT=['DSS', 'DSSO', 'TBDSPP'];AC=['XLMOD:02001', 'XLMOD:02126', None];TA=['K,nterm', 'K,S,T,Y', None]	Titansphere Phos-TiO kit (GL Science) for TBDSPP-cross-linked peptides	2 mM	not available	1 h	room temperature	Sumo_Ab_1ug_Snijder_3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD055085_Sumo_Ab_NQTGG_DSS_221122_5	Oryctolagus sp. 'rabbit_od'	not available	not available	24	PXD055085_Sumo_Ab_NQTGG_DSS_221122_5_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=UNIMOD:null;TA=N;MT=Variable	NT=Pyro-glutamic acid;AC=UNIMOD:null;TA=Q;MT=Variable	not available	not available	NT=['DSS', 'DSSO', 'TBDSPP'];AC=['XLMOD:02001', 'XLMOD:02126', None];TA=['K,nterm', 'K,S,T,Y', None]	Titansphere Phos-TiO kit (GL Science) for TBDSPP-cross-linked peptides	2 mM	not available	1 h	room temperature	Sumo_Ab_NQTGG_DSS_221122_5.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD055085_Sumo_Ab_NQTGG_DSS_221122_8	Oryctolagus sp. 'rabbit_od'	not available	not available	25	PXD055085_Sumo_Ab_NQTGG_DSS_221122_8_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=UNIMOD:null;TA=N;MT=Variable	NT=Pyro-glutamic acid;AC=UNIMOD:null;TA=Q;MT=Variable	not available	not available	NT=['DSS', 'DSSO', 'TBDSPP'];AC=['XLMOD:02001', 'XLMOD:02126', None];TA=['K,nterm', 'K,S,T,Y', None]	Titansphere Phos-TiO kit (GL Science) for TBDSPP-cross-linked peptides	2 mM	not available	1 h	room temperature	Sumo_Ab_NQTGG_DSS_221122_8.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD055085_Sumo_Ab_1ug_Snijder_2	Oryctolagus sp. 'rabbit_od'	not available	not available	26	PXD055085_Sumo_Ab_1ug_Snijder_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=UNIMOD:null;TA=N;MT=Variable	NT=Pyro-glutamic acid;AC=UNIMOD:null;TA=Q;MT=Variable	not available	not available	NT=['DSS', 'DSSO', 'TBDSPP'];AC=['XLMOD:02001', 'XLMOD:02126', None];TA=['K,nterm', 'K,S,T,Y', None]	Titansphere Phos-TiO kit (GL Science) for TBDSPP-cross-linked peptides	2 mM	not available	1 h	room temperature	Sumo_Ab_1ug_Snijder_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD055085_Sumo_Ab_NQTGG_DSS_221122_6	Oryctolagus sp. 'rabbit_od'	not available	not available	27	PXD055085_Sumo_Ab_NQTGG_DSS_221122_6_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=UNIMOD:null;TA=N;MT=Variable	NT=Pyro-glutamic acid;AC=UNIMOD:null;TA=Q;MT=Variable	not available	not available	NT=['DSS', 'DSSO', 'TBDSPP'];AC=['XLMOD:02001', 'XLMOD:02126', None];TA=['K,nterm', 'K,S,T,Y', None]	Titansphere Phos-TiO kit (GL Science) for TBDSPP-cross-linked peptides	2 mM	not available	1 h	room temperature	Sumo_Ab_NQTGG_DSS_221122_6.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD055085_Sumo_Ab_NQTGG_DSS_221122_4	Oryctolagus sp. 'rabbit_od'	not available	not available	28	PXD055085_Sumo_Ab_NQTGG_DSS_221122_4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Deamidation;AC=UNIMOD:null;TA=N;MT=Variable	NT=Pyro-glutamic acid;AC=UNIMOD:null;TA=Q;MT=Variable	not available	not available	NT=['DSS', 'DSSO', 'TBDSPP'];AC=['XLMOD:02001', 'XLMOD:02126', None];TA=['K,nterm', 'K,S,T,Y', None]	Titansphere Phos-TiO kit (GL Science) for TBDSPP-cross-linked peptides	2 mM	not available	1 h	room temperature	Sumo_Ab_NQTGG_DSS_221122_4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
