source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD039626_2022-03-24-KB-SY87-5	Homo sapiens (human)	not available	whole cell lysate	macrophage	11	PXD039626_2022-03-24-KB-SY87-5_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-03-24-KB-SY87-5.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-10-07-KB-AJ-2stepredox-LPS-2	Mus musculus	not available	whole cell lysate	macrophage	12	PXD039626_2022-10-07-KB-AJ-2stepredox-LPS-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-10-07-KB-AJ-2stepredox-LPS-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-03-24-KB-SY87-1	Mus musculus	not available	whole cell lysate	macrophage	13	PXD039626_2022-03-24-KB-SY87-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-03-24-KB-SY87-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-10-07-KB-AJ-2stepredox-LPS-3	Mus musculus	not available	whole cell lysate	macrophage	14	PXD039626_2022-10-07-KB-AJ-2stepredox-LPS-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-10-07-KB-AJ-2stepredox-LPS-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-23-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-5-rerun	Mus musculus	not available	whole cell lysate	macrophage	15	PXD039626_2022-11-23-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-5-rerun_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-23-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-5-rerun.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-03-24-KB-SY87-3	Mus musculus	not available	whole cell lysate	macrophage	16	PXD039626_2022-03-24-KB-SY87-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-03-24-KB-SY87-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-10-noFAIMS-SY98-1-1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Mus musculus;AC=NCBITaxon:10090	whole cell lysate	macrophage	17	PXD039626_2022-08-10-noFAIMS-SY98-1-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-10-noFAIMS-SY98-1-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-1	Mus musculus	not available	whole cell lysate	macrophage	18	PXD039626_2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-20-KB-noFAIMS-SY99-2-1	Mus musculus	not available	whole cell lysate	macrophage	19	PXD039626_2022-08-20-KB-noFAIMS-SY99-2-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-20-KB-noFAIMS-SY99-2-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-NT-6	Mus musculus	not available	whole cell lysate	macrophage	20	PXD039626_2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-NT-6_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-NT-6.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-06-14-KB-NoFAIMS-standard	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Mus musculus;AC=NCBITaxon:10090	whole cell lysate	macrophage	21	PXD039626_2022-06-14-KB-NoFAIMS-standard_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-06-14-KB-NoFAIMS-standard.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-NT-2	Mus musculus	not available	whole cell lysate	macrophage	22	PXD039626_2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-NT-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-NT-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-23-KB-noFAIMS-MV-SY-B16-mito-turboID-NT-4-rerun	Mus musculus	not available	whole cell lysate	macrophage	23	PXD039626_2022-11-23-KB-noFAIMS-MV-SY-B16-mito-turboID-NT-4-rerun_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-23-KB-noFAIMS-MV-SY-B16-mito-turboID-NT-4-rerun.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-25-KB-noFAIMS-SY87-1	Mus musculus	not available	whole cell lysate	macrophage	24	PXD039626_2022-08-25-KB-noFAIMS-SY87-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-25-KB-noFAIMS-SY87-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-23-KB-AJ-2stepredox-LPS-3-rerun	Mus musculus	not available	whole cell lysate	macrophage	25	PXD039626_2022-11-23-KB-AJ-2stepredox-LPS-3-rerun_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-23-KB-AJ-2stepredox-LPS-3-rerun.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-05-03-KB-SY91-ZT-1b	Mus musculus	not available	whole cell lysate	macrophage	26	PXD039626_2022-05-03-KB-SY91-ZT-1b_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-05-03-KB-SY91-ZT-1b.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-11-KB-noFAIMS-SY98-3-2	Mus musculus	not available	whole cell lysate	macrophage	27	PXD039626_2022-08-11-KB-noFAIMS-SY98-3-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-11-KB-noFAIMS-SY98-3-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-25-KB-noFAIMS-SY87-5	Mus musculus	not available	whole cell lysate	macrophage	28	PXD039626_2022-08-25-KB-noFAIMS-SY87-5_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-25-KB-noFAIMS-SY87-5.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-20-KB-noFAIMS-SY99-2-2	Mus musculus	not available	whole cell lysate	macrophage	29	PXD039626_2022-08-20-KB-noFAIMS-SY99-2-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-20-KB-noFAIMS-SY99-2-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-10-07-KB-AJ-2stepredox-NT-1	Mus musculus	not available	whole cell lysate	macrophage	30	PXD039626_2022-10-07-KB-AJ-2stepredox-NT-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-10-07-KB-AJ-2stepredox-NT-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-10-07-KB-SY104-1-1	Mus musculus	not available	whole cell lysate	macrophage	31	PXD039626_2022-10-07-KB-SY104-1-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-10-07-KB-SY104-1-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-11-KB-noFAIMS-SY98-3-1	Mus musculus	not available	whole cell lysate	macrophage	32	PXD039626_2022-08-11-KB-noFAIMS-SY98-3-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-11-KB-noFAIMS-SY98-3-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-10-07-KB-AJ-2stepredox-NT-3	Mus musculus	not available	whole cell lysate	macrophage	33	PXD039626_2022-10-07-KB-AJ-2stepredox-NT-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-10-07-KB-AJ-2stepredox-NT-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-23-KB-AJ-2stepredox-NT-3-rerun	Mus musculus	not available	whole cell lysate	macrophage	34	PXD039626_2022-11-23-KB-AJ-2stepredox-NT-3-rerun_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-23-KB-AJ-2stepredox-NT-3-rerun.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-03-24-KB-SY87-4	Mus musculus	not available	whole cell lysate	macrophage	35	PXD039626_2022-03-24-KB-SY87-4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-03-24-KB-SY87-4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-20-KB-noFAIMS-SY99-1-3	Mus musculus	not available	whole cell lysate	macrophage	36	PXD039626_2022-08-20-KB-noFAIMS-SY99-1-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-20-KB-noFAIMS-SY99-1-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2020-10-05-KB-70min_FAIMS_3cv_-35_-45_-55_OTOT_SY41-2	Mus musculus	not available	whole cell lysate	macrophage	37	PXD039626_2020-10-05-KB-70min_FAIMS_3cv_-35_-45_-55_OTOT_SY41-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2020-10-05-KB-70min_FAIMS_3cv_-35_-45_-55_OTOT_SY41-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-10-07-KB-SY104-2-2	Mus musculus	not available	whole cell lysate	macrophage	38	PXD039626_2022-10-07-KB-SY104-2-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-10-07-KB-SY104-2-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
