source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD051261_9000s_plg_20230511_043349_9000	Homo sapiens	not available	not available	not available	14	PXD051261_9000s_plg_20230511_043349_9000_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	9000s_plg_20230511_043349_9000.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_090	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	15	PXD051261_DT_M2109_090_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_090.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_361	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	16	PXD051261_DT_M2109_361_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_361.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_044	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	17	PXD051261_DT_M2109_044_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_044.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_300s_plg_20230510_162424_300	Homo sapiens	not available	not available	not available	18	PXD051261_300s_plg_20230510_162424_300_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	300s_plg_20230510_162424_300.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_080	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	19	PXD051261_DT_M2109_080_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_080.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_073	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	20	PXD051261_DT_M2109_073_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_073.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_Plg_2ul_MSMS_20230509_144722_0	Homo sapiens	not available	not available	not available	21	PXD051261_Plg_2ul_MSMS_20230509_144722_0_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	Plg_2ul_MSMS_20230509_144722_0.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_30s_plg_slo_20230511_231054_30	Homo sapiens	not available	not available	not available	22	PXD051261_30s_plg_slo_20230511_231054_30_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	30s_plg_slo_20230511_231054_30.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_P_2S_tPA_1mM_DSS_2_DT_C2203_102	Homo sapiens	not available	not available	not available	23	PXD051261_P_2S_tPA_1mM_DSS_2_DT_C2203_102_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	P_2S_tPA_1mM_DSS_2_DT_C2203_102.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_058	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	24	PXD051261_DT_M2109_058_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_058.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_300s_plg_20230510_212726_300	Homo sapiens	not available	not available	not available	25	PXD051261_300s_plg_20230510_212726_300_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	300s_plg_20230510_212726_300.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_3000s_plg_slo_20230512_011442_3000	Homo sapiens	not available	not available	not available	26	PXD051261_3000s_plg_slo_20230512_011442_3000_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	3000s_plg_slo_20230512_011442_3000.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_366	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	27	PXD051261_DT_M2109_366_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_366.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_high_plg_tpa_1mM_DSS_2_DT_C2203_090	Homo sapiens	not available	not available	not available	28	PXD051261_high_plg_tpa_1mM_DSS_2_DT_C2203_090_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	high_plg_tpa_1mM_DSS_2_DT_C2203_090.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_P_S_0mM_DT_C2111_166	Homo sapiens	not available	not available	not available	29	PXD051261_P_S_0mM_DT_C2111_166_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	P_S_0mM_DT_C2111_166.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_300s_plg_slo_20230512_000842_300	Homo sapiens	not available	not available	not available	30	PXD051261_300s_plg_slo_20230512_000842_300_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	300s_plg_slo_20230512_000842_300.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_Plg_slo_1mM_DSS_1_DT_C2203_111	Homo sapiens	not available	not available	not available	31	PXD051261_Plg_slo_1mM_DSS_1_DT_C2203_111_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	Plg_slo_1mM_DSS_1_DT_C2203_111.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_069	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	32	PXD051261_DT_M2109_069_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_069.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_356	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	33	PXD051261_DT_M2109_356_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_356.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
