source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD042302_20210106_PHCOQEHF_PC793-OBrien_1_R2	Mus musculus	kidney cortex	podocyte	14	PXD042302_20210106_PHCOQEHF_PC793-OBrien_1_R2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=STY;MT=Variable	not available	not available	not available	streptavidin-coated magnetic beads (Dynabeads MyOne Streptavidin C1) to capture biotinylated proteins	not available	not available	not available	not available	20210106_PHCOQEHF_PC793-OBrien_1_R2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD042302_20210330_PHCOQEHF_PC825-OBrien_3	Mus musculus	kidney cortex	podocyte	15	PXD042302_20210330_PHCOQEHF_PC825-OBrien_3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=STY;MT=Variable	not available	not available	not available	streptavidin-coated magnetic beads (Dynabeads MyOne Streptavidin C1) to capture biotinylated proteins	not available	not available	not available	not available	20210330_PHCOQEHF_PC825-OBrien_3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD042302_20210507_PHCOQEHF_PC839-OBrien_5_R2	Mus musculus	kidney cortex	podocyte	16	PXD042302_20210507_PHCOQEHF_PC839-OBrien_5_R2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=STY;MT=Variable	not available	not available	not available	streptavidin-coated magnetic beads (Dynabeads MyOne Streptavidin C1) to capture biotinylated proteins	not available	not available	not available	not available	20210507_PHCOQEHF_PC839-OBrien_5_R2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD042302_20210507_PHCOQEHF_PC839-OBrien_4_R2	Mus musculus	kidney cortex	podocyte	17	PXD042302_20210507_PHCOQEHF_PC839-OBrien_4_R2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=STY;MT=Variable	not available	not available	not available	streptavidin-coated magnetic beads (Dynabeads MyOne Streptavidin C1) to capture biotinylated proteins	not available	not available	not available	not available	20210507_PHCOQEHF_PC839-OBrien_4_R2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD042302_20210507_PHCOQEHF_PC839-OBrien_8_R2	Mus musculus	kidney cortex	podocyte	18	PXD042302_20210507_PHCOQEHF_PC839-OBrien_8_R2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=STY;MT=Variable	not available	not available	not available	streptavidin-coated magnetic beads (Dynabeads MyOne Streptavidin C1) to capture biotinylated proteins	not available	not available	not available	not available	20210507_PHCOQEHF_PC839-OBrien_8_R2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD042302_20210330_PHCOQEHF_PC825-OBrien_5	Mus musculus	kidney cortex	podocyte	19	PXD042302_20210330_PHCOQEHF_PC825-OBrien_5_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=STY;MT=Variable	not available	not available	not available	streptavidin-coated magnetic beads (Dynabeads MyOne Streptavidin C1) to capture biotinylated proteins	not available	not available	not available	not available	20210330_PHCOQEHF_PC825-OBrien_5.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD042302_20210507_PHCOQEHF_PC839-OBrien_1_R2	Mus musculus	kidney cortex	podocyte	20	PXD042302_20210507_PHCOQEHF_PC839-OBrien_1_R2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=STY;MT=Variable	not available	not available	not available	streptavidin-coated magnetic beads (Dynabeads MyOne Streptavidin C1) to capture biotinylated proteins	not available	not available	not available	not available	20210507_PHCOQEHF_PC839-OBrien_1_R2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD042302_20210507_PHCOQEHF_PC839-OBrien_3_R2	Mus musculus	kidney cortex	podocyte	21	PXD042302_20210507_PHCOQEHF_PC839-OBrien_3_R2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=STY;MT=Variable	not available	not available	not available	streptavidin-coated magnetic beads (Dynabeads MyOne Streptavidin C1) to capture biotinylated proteins	not available	not available	not available	not available	20210507_PHCOQEHF_PC839-OBrien_3_R2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD042302_20210507_PHCOQEHF_PC839-OBrien_7_R1	Mus musculus	kidney cortex	podocyte	22	PXD042302_20210507_PHCOQEHF_PC839-OBrien_7_R1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=STY;MT=Variable	not available	not available	not available	streptavidin-coated magnetic beads (Dynabeads MyOne Streptavidin C1) to capture biotinylated proteins	not available	not available	not available	not available	20210507_PHCOQEHF_PC839-OBrien_7_R1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD042302_20210106_PHCOQEHF_PC793-OBrien_3_R2	Mus musculus	kidney cortex	podocyte	23	PXD042302_20210106_PHCOQEHF_PC793-OBrien_3_R2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=STY;MT=Variable	not available	not available	not available	streptavidin-coated magnetic beads (Dynabeads MyOne Streptavidin C1) to capture biotinylated proteins	not available	not available	not available	not available	20210106_PHCOQEHF_PC793-OBrien_3_R2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD042302_20210106_PHCOQEHF_PC793-OBrien_2_R2	Mus musculus	kidney cortex	podocyte	24	PXD042302_20210106_PHCOQEHF_PC793-OBrien_2_R2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=STY;MT=Variable	not available	not available	not available	streptavidin-coated magnetic beads (Dynabeads MyOne Streptavidin C1) to capture biotinylated proteins	not available	not available	not available	not available	20210106_PHCOQEHF_PC793-OBrien_2_R2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD042302_20210106_PHCOQEHF_PC793-OBrien_4_R1	Mus musculus	kidney cortex	podocyte	25	PXD042302_20210106_PHCOQEHF_PC793-OBrien_4_R1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=STY;MT=Variable	not available	not available	not available	streptavidin-coated magnetic beads (Dynabeads MyOne Streptavidin C1) to capture biotinylated proteins	not available	not available	not available	not available	20210106_PHCOQEHF_PC793-OBrien_4_R1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD042302_20210330_PHCOQEHF_PC825-OBrien_1	Mus musculus	kidney cortex	podocyte	26	PXD042302_20210330_PHCOQEHF_PC825-OBrien_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=STY;MT=Variable	not available	not available	not available	streptavidin-coated magnetic beads (Dynabeads MyOne Streptavidin C1) to capture biotinylated proteins	not available	not available	not available	not available	20210330_PHCOQEHF_PC825-OBrien_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD042302_20210106_PHCOQEHF_PC793-OBrien_3_R1	Mus musculus	kidney cortex	podocyte	27	PXD042302_20210106_PHCOQEHF_PC793-OBrien_3_R1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=STY;MT=Variable	not available	not available	not available	streptavidin-coated magnetic beads (Dynabeads MyOne Streptavidin C1) to capture biotinylated proteins	not available	not available	not available	not available	20210106_PHCOQEHF_PC793-OBrien_3_R1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD042302_20210330_PHCOQEHF_PC825-OBrien_7	Mus musculus	kidney cortex	podocyte	28	PXD042302_20210330_PHCOQEHF_PC825-OBrien_7_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=STY;MT=Variable	not available	not available	not available	streptavidin-coated magnetic beads (Dynabeads MyOne Streptavidin C1) to capture biotinylated proteins	not available	not available	not available	not available	20210330_PHCOQEHF_PC825-OBrien_7.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
