source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD036640_HDL_SPIKE_DSSO_SCX_HPLX_F40	Homo sapiens	plasma	not available	1	PXD036640_HDL_SPIKE_DSSO_SCX_HPLX_F40_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	40	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=DSSO/+158.004 Da (K);AC=null;TA=K;MT=Variable	NT=N-terminal acetylation;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['DSSO', 'DMTMM'];AC=['XLMOD:02126', None];TA=['K,S,T,Y', 'K,nterm']	strong-cation exchange chromatography (SCX)	1 mM (DSSO); 10 mM (DMTMM)	not available	30 min	room temperature	HDL_SPIKE_DSSO_SCX_HPLX_F40.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD036640_HDL_SPIKE_DSSO_SCX_HPLX_F14	Homo sapiens	plasma	not available	1	PXD036640_HDL_SPIKE_DSSO_SCX_HPLX_F14_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	14	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=DSSO/+158.004 Da (K);AC=null;TA=K;MT=Variable	NT=N-terminal acetylation;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['DSSO', 'DMTMM'];AC=['XLMOD:02126', None];TA=['K,S,T,Y', 'K,nterm']	strong-cation exchange chromatography (SCX)	1 mM (DSSO); 10 mM (DMTMM)	not available	30 min	room temperature	HDL_SPIKE_DSSO_SCX_HPLX_F14.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD036640_Dep_Plasma_COVID_DSSO_SCX_HPLC_F21	Homo sapiens	plasma	not available	2	PXD036640_Dep_Plasma_COVID_DSSO_SCX_HPLC_F21_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	21	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=DSSO/+158.004 Da (K);AC=null;TA=K;MT=Variable	NT=N-terminal acetylation;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['DSSO', 'DMTMM'];AC=['XLMOD:02126', None];TA=['K,S,T,Y', 'K,nterm']	strong-cation exchange chromatography (SCX)	1 mM (DSSO); 10 mM (DMTMM)	not available	30 min	room temperature	Dep_Plasma_COVID_DSSO_SCX_HPLC_F21.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD036640_ApoD_RBD_Spike_DMTMM_SCX_F24	Homo sapiens	plasma	not available	2	PXD036640_ApoD_RBD_Spike_DMTMM_SCX_F24_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	24	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=DSSO/+158.004 Da (K);AC=null;TA=K;MT=Variable	NT=N-terminal acetylation;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['DSSO', 'DMTMM'];AC=['XLMOD:02126', None];TA=['K,S,T,Y', 'K,nterm']	strong-cation exchange chromatography (SCX)	1 mM (DSSO); 10 mM (DMTMM)	not available	30 min	room temperature	ApoD_RBD_Spike_DMTMM_SCX_F24.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD036640_Dep_Plasma_COVID_DSSO_SCX_HPLC_F31	Homo sapiens	plasma	not available	1	PXD036640_Dep_Plasma_COVID_DSSO_SCX_HPLC_F31_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	31	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=DSSO/+158.004 Da (K);AC=null;TA=K;MT=Variable	NT=N-terminal acetylation;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['DSSO', 'DMTMM'];AC=['XLMOD:02126', None];TA=['K,S,T,Y', 'K,nterm']	strong-cation exchange chromatography (SCX)	1 mM (DSSO); 10 mM (DMTMM)	not available	30 min	room temperature	Dep_Plasma_COVID_DSSO_SCX_HPLC_F31.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD036640_ApoD_RBD_DSSO_SCX_HPLC_F34	Homo sapiens	plasma	not available	2	PXD036640_ApoD_RBD_DSSO_SCX_HPLC_F34_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	34	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=DSSO/+158.004 Da (K);AC=null;TA=K;MT=Variable	NT=N-terminal acetylation;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['DSSO', 'DMTMM'];AC=['XLMOD:02126', None];TA=['K,S,T,Y', 'K,nterm']	strong-cation exchange chromatography (SCX)	1 mM (DSSO); 10 mM (DMTMM)	not available	30 min	room temperature	ApoD_RBD_DSSO_SCX_HPLC_F34.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD036640_ApoD_RBD_Spike_DMTMM_SCX_F29	Homo sapiens	plasma	not available	1	PXD036640_ApoD_RBD_Spike_DMTMM_SCX_F29_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	29	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=DSSO/+158.004 Da (K);AC=null;TA=K;MT=Variable	NT=N-terminal acetylation;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['DSSO', 'DMTMM'];AC=['XLMOD:02126', None];TA=['K,S,T,Y', 'K,nterm']	strong-cation exchange chromatography (SCX)	1 mM (DSSO); 10 mM (DMTMM)	not available	30 min	room temperature	ApoD_RBD_Spike_DMTMM_SCX_F29.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD036640_ApoD_RBD_DSSO_SCX_HPLC_F28	Homo sapiens	plasma	not available	1	PXD036640_ApoD_RBD_DSSO_SCX_HPLC_F28_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	28	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=DSSO/+158.004 Da (K);AC=null;TA=K;MT=Variable	NT=N-terminal acetylation;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['DSSO', 'DMTMM'];AC=['XLMOD:02126', None];TA=['K,S,T,Y', 'K,nterm']	strong-cation exchange chromatography (SCX)	1 mM (DSSO); 10 mM (DMTMM)	not available	30 min	room temperature	ApoD_RBD_DSSO_SCX_HPLC_F28.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD036640_ApoD_RBD_Spike_DMTMM_SCX_F36	Homo sapiens	plasma	not available	1	PXD036640_ApoD_RBD_Spike_DMTMM_SCX_F36_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	36	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=DSSO/+158.004 Da (K);AC=null;TA=K;MT=Variable	NT=N-terminal acetylation;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['DSSO', 'DMTMM'];AC=['XLMOD:02126', None];TA=['K,S,T,Y', 'K,nterm']	strong-cation exchange chromatography (SCX)	1 mM (DSSO); 10 mM (DMTMM)	not available	30 min	room temperature	ApoD_RBD_Spike_DMTMM_SCX_F36.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD036640_HDL_SPIKE_DSSO_SCX_HPLX_F35	Homo sapiens	plasma	not available	1	PXD036640_HDL_SPIKE_DSSO_SCX_HPLX_F35_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	35	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=DSSO/+158.004 Da (K);AC=null;TA=K;MT=Variable	NT=N-terminal acetylation;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['DSSO', 'DMTMM'];AC=['XLMOD:02126', None];TA=['K,S,T,Y', 'K,nterm']	strong-cation exchange chromatography (SCX)	1 mM (DSSO); 10 mM (DMTMM)	not available	30 min	room temperature	HDL_SPIKE_DSSO_SCX_HPLX_F35.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD036640_HDL_SPIKE_DSSO_SCX_HPLX_F10	Homo sapiens	plasma	not available	1	PXD036640_HDL_SPIKE_DSSO_SCX_HPLX_F10_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	10	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=DSSO/+158.004 Da (K);AC=null;TA=K;MT=Variable	NT=N-terminal acetylation;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['DSSO', 'DMTMM'];AC=['XLMOD:02126', None];TA=['K,S,T,Y', 'K,nterm']	strong-cation exchange chromatography (SCX)	1 mM (DSSO); 10 mM (DMTMM)	not available	30 min	room temperature	HDL_SPIKE_DSSO_SCX_HPLX_F10.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD036640_Dep_Plasma_COVID_DSSO_SCX_HPLC_F25	Homo sapiens	plasma	not available	1	PXD036640_Dep_Plasma_COVID_DSSO_SCX_HPLC_F25_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	25	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=DSSO/+158.004 Da (K);AC=null;TA=K;MT=Variable	NT=N-terminal acetylation;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['DSSO', 'DMTMM'];AC=['XLMOD:02126', None];TA=['K,S,T,Y', 'K,nterm']	strong-cation exchange chromatography (SCX)	1 mM (DSSO); 10 mM (DMTMM)	not available	30 min	room temperature	Dep_Plasma_COVID_DSSO_SCX_HPLC_F25.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD036640_HDL_SPIKE_DSSO_SCX_HPLX_F33	Homo sapiens	plasma	not available	1	PXD036640_HDL_SPIKE_DSSO_SCX_HPLX_F33_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	33	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=DSSO/+158.004 Da (K);AC=null;TA=K;MT=Variable	NT=N-terminal acetylation;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['DSSO', 'DMTMM'];AC=['XLMOD:02126', None];TA=['K,S,T,Y', 'K,nterm']	strong-cation exchange chromatography (SCX)	1 mM (DSSO); 10 mM (DMTMM)	not available	30 min	room temperature	HDL_SPIKE_DSSO_SCX_HPLX_F33.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD036640_ApoD_RBD_DSSO_SCX_HPLC_F26	Homo sapiens	plasma	not available	2	PXD036640_ApoD_RBD_DSSO_SCX_HPLC_F26_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	26	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=DSSO/+158.004 Da (K);AC=null;TA=K;MT=Variable	NT=N-terminal acetylation;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['DSSO', 'DMTMM'];AC=['XLMOD:02126', None];TA=['K,S,T,Y', 'K,nterm']	strong-cation exchange chromatography (SCX)	1 mM (DSSO); 10 mM (DMTMM)	not available	30 min	room temperature	ApoD_RBD_DSSO_SCX_HPLC_F26.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD036640_HDL_SPIKE_DSSO_SCX_HPLX_F38	Homo sapiens	plasma	not available	2	PXD036640_HDL_SPIKE_DSSO_SCX_HPLX_F38_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	38	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=DSSO/+158.004 Da (K);AC=null;TA=K;MT=Variable	NT=N-terminal acetylation;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['DSSO', 'DMTMM'];AC=['XLMOD:02126', None];TA=['K,S,T,Y', 'K,nterm']	strong-cation exchange chromatography (SCX)	1 mM (DSSO); 10 mM (DMTMM)	not available	30 min	room temperature	HDL_SPIKE_DSSO_SCX_HPLX_F38.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD036640_ApoD_FullLength_Spike_DSSO_SCX_HPLC_F22	Homo sapiens	plasma	not available	1	PXD036640_ApoD_FullLength_Spike_DSSO_SCX_HPLC_F22_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	22	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=DSSO/+158.004 Da (K);AC=null;TA=K;MT=Variable	NT=N-terminal acetylation;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['DSSO', 'DMTMM'];AC=['XLMOD:02126', None];TA=['K,S,T,Y', 'K,nterm']	strong-cation exchange chromatography (SCX)	1 mM (DSSO); 10 mM (DMTMM)	not available	30 min	room temperature	ApoD_FullLength_Spike_DSSO_SCX_HPLC_F22.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
