source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD015883_7Sep18_Olson_Hela29	Chlamydia trachomatis	inclusion membrane	not available	9	PXD015883_7Sep18_Olson_Hela29_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	7Sep18_Olson_Hela29.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_20Sep18_Olson_S51	Chlamydia trachomatis serovar l2 (strain 434/bu / atcc vr-902b)	inclusion membrane	not available	10	PXD015883_20Sep18_Olson_S51_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20Sep18_Olson_S51.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_20Sep18_Olson_S30	Chlamydia trachomatis serovar l2 (strain 434/bu / atcc vr-902b)	inclusion membrane	not available	11	PXD015883_20Sep18_Olson_S30_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20Sep18_Olson_S30.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_18May18_Olson_Hela3	Chlamydia trachomatis	inclusion membrane	not available	12	PXD015883_18May18_Olson_Hela3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	18May18_Olson_Hela3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_17Sep18_Olson_S16	Chlamydia trachomatis serovar l2 (strain 434/bu / atcc vr-902b)	inclusion membrane	not available	13	PXD015883_17Sep18_Olson_S16_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	17Sep18_Olson_S16.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_17Sep18_Olson_S14	Chlamydia trachomatis serovar l2 (strain 434/bu / atcc vr-902b)	inclusion membrane	not available	14	PXD015883_17Sep18_Olson_S14_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	17Sep18_Olson_S14.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_20Sep18_Olson_S33	Chlamydia trachomatis serovar l2 (strain 434/bu / atcc vr-902b)	inclusion membrane	not available	15	PXD015883_20Sep18_Olson_S33_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20Sep18_Olson_S33.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_7Sep18_Olson_WT21	Chlamydia trachomatis	inclusion membrane	not available	16	PXD015883_7Sep18_Olson_WT21_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	7Sep18_Olson_WT21.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_14Sep18_Olson_S03	Chlamydia trachomatis serovar l2 (strain 434/bu / atcc vr-902b)	inclusion membrane	not available	17	PXD015883_14Sep18_Olson_S03_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	14Sep18_Olson_S03.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_7Sep18_Olson_Hela30	Chlamydia trachomatis	inclusion membrane	not available	18	PXD015883_7Sep18_Olson_Hela30_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	7Sep18_Olson_Hela30.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_14Sep18_Olson_S06	Chlamydia trachomatis serovar l2 (strain 434/bu / atcc vr-902b)	inclusion membrane	not available	19	PXD015883_14Sep18_Olson_S06_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	14Sep18_Olson_S06.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_7Sep18_Olson_Hela32	Chlamydia trachomatis	inclusion membrane	not available	20	PXD015883_7Sep18_Olson_Hela32_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	7Sep18_Olson_Hela32.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_18May18_Olson_FAPEX6	Chlamydia trachomatis	inclusion membrane	not available	21	PXD015883_18May18_Olson_FAPEX6_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	18May18_Olson_FAPEX6.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_17Sep18_Olson_S11	Chlamydia trachomatis serovar l2 (strain 434/bu / atcc vr-902b)	inclusion membrane	not available	22	PXD015883_17Sep18_Olson_S11_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	17Sep18_Olson_S11.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_18May18_Olson_APEX2	Chlamydia trachomatis	inclusion membrane	not available	23	PXD015883_18May18_Olson_APEX2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	18May18_Olson_APEX2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_20Sep18_Olson_S25	Chlamydia trachomatis serovar l2 (strain 434/bu / atcc vr-902b)	inclusion membrane	not available	24	PXD015883_20Sep18_Olson_S25_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20Sep18_Olson_S25.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_18May18_Olson_FAPEX4	Chlamydia trachomatis	inclusion membrane	not available	25	PXD015883_18May18_Olson_FAPEX4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	18May18_Olson_FAPEX4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_18May18_Olson_WT3	Chlamydia trachomatis	inclusion membrane	not available	26	PXD015883_18May18_Olson_WT3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	18May18_Olson_WT3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_18May18_Olson_AtmAPEX3	Chlamydia trachomatis	inclusion membrane	not available	27	PXD015883_18May18_Olson_AtmAPEX3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	18May18_Olson_AtmAPEX3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_20Sep18_Olson_SA6	Chlamydia trachomatis serovar l2 (strain 434/bu / atcc vr-902b)	inclusion membrane	not available	28	PXD015883_20Sep18_Olson_SA6_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20Sep18_Olson_SA6.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_17Sep18_Olson_S20	Chlamydia trachomatis serovar l2 (strain 434/bu / atcc vr-902b)	inclusion membrane	not available	29	PXD015883_17Sep18_Olson_S20_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	17Sep18_Olson_S20.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_20190208_Rucks_F1	Chlamydia trachomatis	inclusion membrane	not available	30	PXD015883_20190208_Rucks_F1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20190208_Rucks_F1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_20190213_Rucks_atm4	Chlamydia trachomatis	inclusion membrane	not available	31	PXD015883_20190213_Rucks_atm4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20190213_Rucks_atm4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_18May18_Olson_APEX1	Chlamydia trachomatis	inclusion membrane	not available	32	PXD015883_18May18_Olson_APEX1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	18May18_Olson_APEX1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_7Sep18_Olson_F1	Chlamydia trachomatis	inclusion membrane	not available	33	PXD015883_7Sep18_Olson_F1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	7Sep18_Olson_F1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_20190213_Rucks_Hela_20	Chlamydia trachomatis	inclusion membrane	not available	34	PXD015883_20190213_Rucks_Hela_20_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20190213_Rucks_Hela_20.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_20Sep18_Olson_S27	Chlamydia trachomatis serovar l2 (strain 434/bu / atcc vr-902b)	inclusion membrane	not available	35	PXD015883_20Sep18_Olson_S27_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20Sep18_Olson_S27.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_20Sep18_Olson_S28	Chlamydia trachomatis serovar l2 (strain 434/bu / atcc vr-902b)	inclusion membrane	not available	36	PXD015883_20Sep18_Olson_S28_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20Sep18_Olson_S28.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_20190214_Rucks_Ax16	Chlamydia trachomatis	inclusion membrane	not available	37	PXD015883_20190214_Rucks_Ax16_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	20190214_Rucks_Ax16.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD015883_18May18_Olson_AtmAPEX2	Chlamydia trachomatis	inclusion membrane	not available	38	PXD015883_18May18_Olson_AtmAPEX2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=biotin-phenol;AC=null;TA=Y,W,H,C;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	18May18_Olson_AtmAPEX2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
