source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD035764_SV40_multi_3M_XL_3_Membrane_220422_ctrl	Homo sapiens	cytoplasm	ovarian epithelial cells	11	PXD035764_SV40_multi_3M_XL_3_Membrane_220422_ctrl_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminus acetylation;AC=null;TA=Protein N-terminus;MT=Variable	NT=DSSO amidated;AC=null;TA=Protein;MT=Variable	NT=DSSO hydrolyzed;AC=null;TA=Protein;MT=Variable	NT=DSSO Tris form;AC=null;TA=Protein;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	2 mM	not available	1 h	37 °C	SV40_multi_3M_XL_3_Membrane_220422_ctrl.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD035764_SV40_multi_3M_XL_3_Chromatine_220422_ctrl	Homo sapiens	cytoplasm	ovarian epithelial cells	12	PXD035764_SV40_multi_3M_XL_3_Chromatine_220422_ctrl_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminus acetylation;AC=null;TA=Protein N-terminus;MT=Variable	NT=DSSO amidated;AC=null;TA=Protein;MT=Variable	NT=DSSO hydrolyzed;AC=null;TA=Protein;MT=Variable	NT=DSSO Tris form;AC=null;TA=Protein;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	2 mM	not available	1 h	37 °C	SV40_multi_3M_XL_3_Chromatine_220422_ctrl.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD035764_SV40_R2_3M_XL_Cytoplasm_220120	Homo sapiens	cytoplasm	ovarian epithelial cells	13	PXD035764_SV40_R2_3M_XL_Cytoplasm_220120_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminus acetylation;AC=null;TA=Protein N-terminus;MT=Variable	NT=DSSO amidated;AC=null;TA=Protein;MT=Variable	NT=DSSO hydrolyzed;AC=null;TA=Protein;MT=Variable	NT=DSSO Tris form;AC=null;TA=Protein;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	2 mM	not available	1 h	37 °C	SV40_R2_3M_XL_Cytoplasm_220120.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD035764_SV40_multi_3M_XL_3_Chromatine_220422_R3	Homo sapiens	cytoplasm	ovarian epithelial cells	14	PXD035764_SV40_multi_3M_XL_3_Chromatine_220422_R3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminus acetylation;AC=null;TA=Protein N-terminus;MT=Variable	NT=DSSO amidated;AC=null;TA=Protein;MT=Variable	NT=DSSO hydrolyzed;AC=null;TA=Protein;MT=Variable	NT=DSSO Tris form;AC=null;TA=Protein;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	2 mM	not available	1 h	37 °C	SV40_multi_3M_XL_3_Chromatine_220422_R3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD035764_SV40_multi_3M_XL_3_Nucleus_220422_R2	Homo sapiens	cytoplasm	ovarian epithelial cells	15	PXD035764_SV40_multi_3M_XL_3_Nucleus_220422_R2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminus acetylation;AC=null;TA=Protein N-terminus;MT=Variable	NT=DSSO amidated;AC=null;TA=Protein;MT=Variable	NT=DSSO hydrolyzed;AC=null;TA=Protein;MT=Variable	NT=DSSO Tris form;AC=null;TA=Protein;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	2 mM	not available	1 h	37 °C	SV40_multi_3M_XL_3_Nucleus_220422_R2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD035764_SV40_CTRL_3M_XL_Chromatine_220120	Homo sapiens	cytoplasm	ovarian epithelial cells	16	PXD035764_SV40_CTRL_3M_XL_Chromatine_220120_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminus acetylation;AC=null;TA=Protein N-terminus;MT=Variable	NT=DSSO amidated;AC=null;TA=Protein;MT=Variable	NT=DSSO hydrolyzed;AC=null;TA=Protein;MT=Variable	NT=DSSO Tris form;AC=null;TA=Protein;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	2 mM	not available	1 h	37 °C	SV40_CTRL_3M_XL_Chromatine_220120.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD035764_SV40_multi_3M_XL_3_Chromatine_220422_R1	Homo sapiens	cytoplasm	ovarian epithelial cells	17	PXD035764_SV40_multi_3M_XL_3_Chromatine_220422_R1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminus acetylation;AC=null;TA=Protein N-terminus;MT=Variable	NT=DSSO amidated;AC=null;TA=Protein;MT=Variable	NT=DSSO hydrolyzed;AC=null;TA=Protein;MT=Variable	NT=DSSO Tris form;AC=null;TA=Protein;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	2 mM	not available	1 h	37 °C	SV40_multi_3M_XL_3_Chromatine_220422_R1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD035764_Cytoplasm_210827_XL	Homo sapiens	cytoplasm	ovarian epithelial cells	18	PXD035764_Cytoplasm_210827_XL_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminus acetylation;AC=null;TA=Protein N-terminus;MT=Variable	NT=DSSO amidated;AC=null;TA=Protein;MT=Variable	NT=DSSO hydrolyzed;AC=null;TA=Protein;MT=Variable	NT=DSSO Tris form;AC=null;TA=Protein;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	2 mM	not available	1 h	37 °C	Cytoplasm_210827_XL.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD035764_SV40_CTRL_3M_XL_Skeleton_220120	Homo sapiens	cytoplasm	ovarian epithelial cells	19	PXD035764_SV40_CTRL_3M_XL_Skeleton_220120_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminus acetylation;AC=null;TA=Protein N-terminus;MT=Variable	NT=DSSO amidated;AC=null;TA=Protein;MT=Variable	NT=DSSO hydrolyzed;AC=null;TA=Protein;MT=Variable	NT=DSSO Tris form;AC=null;TA=Protein;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	2 mM	not available	1 h	37 °C	SV40_CTRL_3M_XL_Skeleton_220120.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD035764_Cytskeleton_210827_XL	Homo sapiens	cytoplasm	ovarian epithelial cells	20	PXD035764_Cytskeleton_210827_XL_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminus acetylation;AC=null;TA=Protein N-terminus;MT=Variable	NT=DSSO amidated;AC=null;TA=Protein;MT=Variable	NT=DSSO hydrolyzed;AC=null;TA=Protein;MT=Variable	NT=DSSO Tris form;AC=null;TA=Protein;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	2 mM	not available	1 h	37 °C	Cytskeleton_210827_XL.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD035764_Cytoplasm_210827_Ctrl	Homo sapiens	cytoplasm	ovarian epithelial cells	21	PXD035764_Cytoplasm_210827_Ctrl_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminus acetylation;AC=null;TA=Protein N-terminus;MT=Variable	NT=DSSO amidated;AC=null;TA=Protein;MT=Variable	NT=DSSO hydrolyzed;AC=null;TA=Protein;MT=Variable	NT=DSSO Tris form;AC=null;TA=Protein;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	2 mM	not available	1 h	37 °C	Cytoplasm_210827_Ctrl.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD035764_SV40_multi_3M_XL_3_Membrane_220422_R3	Homo sapiens	cytoplasm	ovarian epithelial cells	22	PXD035764_SV40_multi_3M_XL_3_Membrane_220422_R3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminus acetylation;AC=null;TA=Protein N-terminus;MT=Variable	NT=DSSO amidated;AC=null;TA=Protein;MT=Variable	NT=DSSO hydrolyzed;AC=null;TA=Protein;MT=Variable	NT=DSSO Tris form;AC=null;TA=Protein;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	2 mM	not available	1 h	37 °C	SV40_multi_3M_XL_3_Membrane_220422_R3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD035764_Membrane_Ctrl_211103	Homo sapiens	cytoplasm	ovarian epithelial cells	23	PXD035764_Membrane_Ctrl_211103_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminus acetylation;AC=null;TA=Protein N-terminus;MT=Variable	NT=DSSO amidated;AC=null;TA=Protein;MT=Variable	NT=DSSO hydrolyzed;AC=null;TA=Protein;MT=Variable	NT=DSSO Tris form;AC=null;TA=Protein;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	2 mM	not available	1 h	37 °C	Membrane_Ctrl_211103.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD035764_SV40_multi_3M_XL_3_Skeleton_220422_R3	Homo sapiens	cytoplasm	ovarian epithelial cells	24	PXD035764_SV40_multi_3M_XL_3_Skeleton_220422_R3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminus acetylation;AC=null;TA=Protein N-terminus;MT=Variable	NT=DSSO amidated;AC=null;TA=Protein;MT=Variable	NT=DSSO hydrolyzed;AC=null;TA=Protein;MT=Variable	NT=DSSO Tris form;AC=null;TA=Protein;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	2 mM	not available	1 h	37 °C	SV40_multi_3M_XL_3_Skeleton_220422_R3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD035764_SV40_multi_3M_XL_3_Chromatine_220422_R2	Homo sapiens	cytoplasm	ovarian epithelial cells	25	PXD035764_SV40_multi_3M_XL_3_Chromatine_220422_R2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminus acetylation;AC=null;TA=Protein N-terminus;MT=Variable	NT=DSSO amidated;AC=null;TA=Protein;MT=Variable	NT=DSSO hydrolyzed;AC=null;TA=Protein;MT=Variable	NT=DSSO Tris form;AC=null;TA=Protein;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	2 mM	not available	1 h	37 °C	SV40_multi_3M_XL_3_Chromatine_220422_R2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
