source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD060078_DW_EDC-CL_20240228_S10A-2	Chlamydomonas reinhardtii	thylakoid membrane	not available	11	PXD060078_DW_EDC-CL_20240228_S10A-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_EDC-CL_20240228_S10A-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_07062023_Gel_Cyt-PC_red-ox	Chlamydomonas reinhardtii	thylakoid membrane	not available	12	PXD060078_DW_07062023_Gel_Cyt-PC_red-ox_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_07062023_Gel_Cyt-PC_red-ox.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_EDC-CL_20240228_S10D-1	Chlamydomonas reinhardtii	thylakoid membrane	not available	13	PXD060078_DW_EDC-CL_20240228_S10D-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_EDC-CL_20240228_S10D-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_06062023_Gel_Cyt-PC_red-ox	Chlamydomonas reinhardtii	thylakoid membrane	not available	14	PXD060078_DW_06062023_Gel_Cyt-PC_red-ox_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_06062023_Gel_Cyt-PC_red-ox.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_EDC-CL_20240228_S10A-1	Chlamydomonas reinhardtii	thylakoid membrane	not available	15	PXD060078_DW_EDC-CL_20240228_S10A-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_EDC-CL_20240228_S10A-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_EDC-CL_20240228_WT-3	Chlamydomonas reinhardtii	thylakoid membrane	not available	16	PXD060078_DW_EDC-CL_20240228_WT-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_EDC-CL_20240228_WT-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_EDC-CL_20240228_S10A-4	Chlamydomonas reinhardtii	thylakoid membrane	not available	17	PXD060078_DW_EDC-CL_20240228_S10A-4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_EDC-CL_20240228_S10A-4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_24062023_Gel_Cyt-PC_red-ox	Chlamydomonas reinhardtii	thylakoid membrane	not available	18	PXD060078_DW_24062023_Gel_Cyt-PC_red-ox_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_24062023_Gel_Cyt-PC_red-ox.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_06062023_Gel_Cyt-PC_ox-ox	Chlamydomonas reinhardtii	thylakoid membrane	not available	19	PXD060078_DW_06062023_Gel_Cyt-PC_ox-ox_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_06062023_Gel_Cyt-PC_ox-ox.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_EDC-CL_20240228_S50D-2	Chlamydomonas reinhardtii	thylakoid membrane	not available	20	PXD060078_DW_EDC-CL_20240228_S50D-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_EDC-CL_20240228_S50D-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_EDC-CL_20240228_WT-1	Chlamydomonas reinhardtii	thylakoid membrane	not available	21	PXD060078_DW_EDC-CL_20240228_WT-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_EDC-CL_20240228_WT-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_07062023_Gel_Cyt-PC_ox-ox	Chlamydomonas reinhardtii	thylakoid membrane	not available	22	PXD060078_DW_07062023_Gel_Cyt-PC_ox-ox_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_07062023_Gel_Cyt-PC_ox-ox.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_06062023_Gel_Cyt-PC_red-red	Chlamydomonas reinhardtii	thylakoid membrane	not available	23	PXD060078_DW_06062023_Gel_Cyt-PC_red-red_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_06062023_Gel_Cyt-PC_red-red.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_EDC-CL_20240228_S10A-3	Chlamydomonas reinhardtii	thylakoid membrane	not available	24	PXD060078_DW_EDC-CL_20240228_S10A-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_EDC-CL_20240228_S10A-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_EDC-CL_20240228_S50K-4	Chlamydomonas reinhardtii	thylakoid membrane	not available	25	PXD060078_DW_EDC-CL_20240228_S50K-4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_EDC-CL_20240228_S50K-4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_24062023_Gel_Cyt-PC_ox-red	Chlamydomonas reinhardtii	thylakoid membrane	not available	26	PXD060078_DW_24062023_Gel_Cyt-PC_ox-red_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_24062023_Gel_Cyt-PC_ox-red.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_EDC-CL_20240228_S10E-4	Chlamydomonas reinhardtii	thylakoid membrane	not available	27	PXD060078_DW_EDC-CL_20240228_S10E-4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_EDC-CL_20240228_S10E-4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_EDC-CL_20240228_S10D-4	Chlamydomonas reinhardtii	thylakoid membrane	not available	28	PXD060078_DW_EDC-CL_20240228_S10D-4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_EDC-CL_20240228_S10D-4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_24062023_Gel_Cyt-PC_red-red	Chlamydomonas reinhardtii	thylakoid membrane	not available	29	PXD060078_DW_24062023_Gel_Cyt-PC_red-red_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_24062023_Gel_Cyt-PC_red-red.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060078_DW_EDC-CL_20240228_S50K-3	Chlamydomonas reinhardtii	thylakoid membrane	not available	30	PXD060078_DW_EDC-CL_20240228_S50K-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=Protein N-terminus;MT=Variable	not available	not available	NT=['EDC', 'N-hydroxysulfosuccinimide (NHS)'];AC=['XLMOD:02010', None];TA=['D,E,nterm', None]	not available	5 mM (EDC) and 10 mM (NHS)	not available	45 min	room temperature	DW_EDC-CL_20240228_S50K-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
