source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD051493_HX_Crosslinks-27052014-NEU-noMT_5-14	Chlamydomonas reinhardtii	thylakoid membranes	not available	11	PXD051493_HX_Crosslinks-27052014-NEU-noMT_5-14_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU-noMT_5-14.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU_4-11	Chlamydomonas reinhardtii	thylakoid membranes	not available	12	PXD051493_HX_Crosslinks-27052014-NEU_4-11_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU_4-11.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU-noMT_6-9	Chlamydomonas reinhardtii	thylakoid membranes	not available	13	PXD051493_HX_Crosslinks-27052014-NEU-noMT_6-9_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU-noMT_6-9.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU-noMT_5-16	Chlamydomonas reinhardtii	thylakoid membranes	not available	14	PXD051493_HX_Crosslinks-27052014-NEU-noMT_5-16_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU-noMT_5-16.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU-noMT_6-21	Chlamydomonas reinhardtii	thylakoid membranes	not available	15	PXD051493_HX_Crosslinks-27052014-NEU-noMT_6-21_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU-noMT_6-21.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU_4-9	Chlamydomonas reinhardtii	thylakoid membranes	not available	16	PXD051493_HX_Crosslinks-27052014-NEU_4-9_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU_4-9.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks_27052014_4-24	Chlamydomonas reinhardtii	thylakoid membranes	not available	17	PXD051493_HX_Crosslinks_27052014_4-24_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks_27052014_4-24.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU_5-3	Chlamydomonas reinhardtii	thylakoid membranes	not available	18	PXD051493_HX_Crosslinks-27052014-NEU_5-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU_5-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU-noMT_4-16	Chlamydomonas reinhardtii	thylakoid membranes	not available	19	PXD051493_HX_Crosslinks-27052014-NEU-noMT_4-16_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU-noMT_4-16.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU_6-12	Chlamydomonas reinhardtii	thylakoid membranes	not available	20	PXD051493_HX_Crosslinks-27052014-NEU_6-12_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU_6-12.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU-noMT_6-18	Chlamydomonas reinhardtii	thylakoid membranes	not available	21	PXD051493_HX_Crosslinks-27052014-NEU-noMT_6-18_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU-noMT_6-18.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU_4-7	Chlamydomonas reinhardtii	thylakoid membranes	not available	22	PXD051493_HX_Crosslinks-27052014-NEU_4-7_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU_4-7.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU_4-2	Chlamydomonas reinhardtii	thylakoid membranes	not available	23	PXD051493_HX_Crosslinks-27052014-NEU_4-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU_4-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks_27052014_4-21	Chlamydomonas reinhardtii	thylakoid membranes	not available	24	PXD051493_HX_Crosslinks_27052014_4-21_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks_27052014_4-21.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU-noMT_4-14	Chlamydomonas reinhardtii	thylakoid membranes	not available	25	PXD051493_HX_Crosslinks-27052014-NEU-noMT_4-14_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU-noMT_4-14.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU_4-5	Chlamydomonas reinhardtii	thylakoid membranes	not available	26	PXD051493_HX_Crosslinks-27052014-NEU_4-5_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU_4-5.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU-noMT_5-19	Chlamydomonas reinhardtii	thylakoid membranes	not available	27	PXD051493_HX_Crosslinks-27052014-NEU-noMT_5-19_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU-noMT_5-19.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU-noMT_4-18	Chlamydomonas reinhardtii	thylakoid membranes	not available	28	PXD051493_HX_Crosslinks-27052014-NEU-noMT_4-18_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU-noMT_4-18.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks_27052014_4-6	Chlamydomonas reinhardtii	thylakoid membranes	not available	29	PXD051493_HX_Crosslinks_27052014_4-6_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks_27052014_4-6.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU-noMT_6-3	Chlamydomonas reinhardtii	thylakoid membranes	not available	30	PXD051493_HX_Crosslinks-27052014-NEU-noMT_6-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU-noMT_6-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU_6-10	Chlamydomonas reinhardtii	thylakoid membranes	not available	31	PXD051493_HX_Crosslinks-27052014-NEU_6-10_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU_6-10.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU-noMT_5-20	Chlamydomonas reinhardtii	thylakoid membranes	not available	32	PXD051493_HX_Crosslinks-27052014-NEU-noMT_5-20_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU-noMT_5-20.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD051493_HX_Crosslinks-27052014-NEU-noMT_4-9	Chlamydomonas reinhardtii	thylakoid membranes	not available	33	PXD051493_HX_Crosslinks-27052014-NEU-noMT_4-9_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetylation of N-termini;AC=UNIMOD:???;TA=Protein N-terminus;MT=Variable	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS'];AC=['XLMOD:02001'];TA=['K,nterm']	not available	50 mM	not available	30 min	room temperature	HX_Crosslinks-27052014-NEU-noMT_4-9.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
