source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD040262_KS_18plex_Fr1_rerun_14252	Homo sapiens	cell	B cell	3	PXD040262_KS_18plex_Fr1_rerun_14252_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro (+304.207 Da) N-terminus modification;AC=null;TA=Protein N-terminus;MT=Variable	NT=Static TMT lysine modification;AC=null;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_18plex_Fr1_rerun_14252.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD040262_KS_18plex_Fr2_14246	Homo sapiens	cell	B cell	2	PXD040262_KS_18plex_Fr2_14246_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	2	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro (+304.207 Da) N-terminus modification;AC=null;TA=Protein N-terminus;MT=Variable	NT=Static TMT lysine modification;AC=null;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_18plex_Fr2_14246.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD040262_KS_18plex_Fr5_rerun_14256	Homo sapiens	cell	B cell	3	PXD040262_KS_18plex_Fr5_rerun_14256_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	5	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro (+304.207 Da) N-terminus modification;AC=null;TA=Protein N-terminus;MT=Variable	NT=Static TMT lysine modification;AC=null;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_18plex_Fr5_rerun_14256.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD040262_KS_16plex_Fr1_11713	Homo sapiens	cell	B cell	4	PXD040262_KS_16plex_Fr1_11713_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro (+304.207 Da) N-terminus modification;AC=null;TA=Protein N-terminus;MT=Variable	NT=Static TMT lysine modification;AC=null;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_16plex_Fr1_11713.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD040262_KS_18plex_Fr6_rerun_14257	Homo sapiens	cell	B cell	3	PXD040262_KS_18plex_Fr6_rerun_14257_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	6	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro (+304.207 Da) N-terminus modification;AC=null;TA=Protein N-terminus;MT=Variable	NT=Static TMT lysine modification;AC=null;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_18plex_Fr6_rerun_14257.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD040262_KS_16plex_phospho_11724	Homo sapiens	cell	B cell	5	PXD040262_KS_16plex_phospho_11724_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro (+304.207 Da) N-terminus modification;AC=null;TA=Protein N-terminus;MT=Variable	NT=Static TMT lysine modification;AC=null;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_16plex_phospho_11724.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD040262_KS_18plex_Fr3_rerun_14254	Homo sapiens	cell	B cell	2	PXD040262_KS_18plex_Fr3_rerun_14254_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	3	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro (+304.207 Da) N-terminus modification;AC=null;TA=Protein N-terminus;MT=Variable	NT=Static TMT lysine modification;AC=null;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_18plex_Fr3_rerun_14254.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD040262_KS_16plex_Fr4_11716	Homo sapiens	cell	B cell	3	PXD040262_KS_16plex_Fr4_11716_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	4	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro (+304.207 Da) N-terminus modification;AC=null;TA=Protein N-terminus;MT=Variable	NT=Static TMT lysine modification;AC=null;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_16plex_Fr4_11716.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD040262_KS_18plex_Fr2_rerun_14253	Homo sapiens	cell	B cell	3	PXD040262_KS_18plex_Fr2_rerun_14253_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	2	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro (+304.207 Da) N-terminus modification;AC=null;TA=Protein N-terminus;MT=Variable	NT=Static TMT lysine modification;AC=null;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_18plex_Fr2_rerun_14253.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD040262_KS_18plex_Fr1_14245	Homo sapiens	cell	B cell	6	PXD040262_KS_18plex_Fr1_14245_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro (+304.207 Da) N-terminus modification;AC=null;TA=Protein N-terminus;MT=Variable	NT=Static TMT lysine modification;AC=null;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_18plex_Fr1_14245.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD040262_KS_18plex_phospho_14242	Homo sapiens	cell	B cell	7	PXD040262_KS_18plex_phospho_14242_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro (+304.207 Da) N-terminus modification;AC=null;TA=Protein N-terminus;MT=Variable	NT=Static TMT lysine modification;AC=null;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_18plex_phospho_14242.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD040262_KS_18plex_Fr3_14247	Homo sapiens	cell	B cell	3	PXD040262_KS_18plex_Fr3_14247_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=TMTpro 16plex;AC=PRIDE:0000120	3	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro (+304.207 Da) N-terminus modification;AC=null;TA=Protein N-terminus;MT=Variable	NT=Static TMT lysine modification;AC=null;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	KS_18plex_Fr3_14247.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
