source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD030864_P149414	Mus musculus	corticostriatal axons	corticostriatal projection neurons	11	PXD030864_P149414_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149414.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD030864_P149172	Mus musculus	corticostriatal axons	corticostriatal projection neurons	12	PXD030864_P149172_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149172.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD030864_P149411	Mus musculus	corticostriatal axons	corticostriatal projection neurons	13	PXD030864_P149411_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149411.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD030864_P149120	Mus musculus	corticostriatal axons	corticostriatal projection neurons	14	PXD030864_P149120_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149120.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD030864_P149412	Mus musculus	corticostriatal axons	corticostriatal projection neurons	15	PXD030864_P149412_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149412.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD030864_P149184	Mus musculus	corticostriatal axons	corticostriatal projection neurons	16	PXD030864_P149184_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149184.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD030864_P149112	Mus musculus	corticostriatal axons	corticostriatal projection neurons	17	PXD030864_P149112_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149112.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD030864_P149403	Mus musculus	corticostriatal axons	corticostriatal projection neurons	18	PXD030864_P149403_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149403.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD030864_P149180	Mus musculus	corticostriatal axons	corticostriatal projection neurons	19	PXD030864_P149180_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149180.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD030864_P149175	Mus musculus	corticostriatal axons	corticostriatal projection neurons	20	PXD030864_P149175_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149175.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD030864_P149170	Mus musculus	corticostriatal axons	corticostriatal projection neurons	21	PXD030864_P149170_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149170.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD030864_P149171	Mus musculus	corticostriatal axons	corticostriatal projection neurons	22	PXD030864_P149171_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149171.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD030864_P149415	Mus musculus	corticostriatal axons	corticostriatal projection neurons	23	PXD030864_P149415_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149415.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD030864_P149404	Mus musculus	corticostriatal axons	corticostriatal projection neurons	24	PXD030864_P149404_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149404.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD030864_P149173	Mus musculus	corticostriatal axons	corticostriatal projection neurons	25	PXD030864_P149173_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149173.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD030864_P149183	Mus musculus	corticostriatal axons	corticostriatal projection neurons	26	PXD030864_P149183_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149183.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
PXD030864_P149407	Mus musculus	corticostriatal axons	corticostriatal projection neurons	27	PXD030864_P149407_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=NT=TMT;AC=PRIDE:0000116	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=TMTpro16 (N-term);AC=null;TA=Protein N-terminus;MT=Fixed	NT=TMTpro16 (K);AC=null;TA=K;MT=Fixed	not available	not available	not available	streptavidin magnetic beads (biotinylated protein enrichment)	not available	not available	not available	not available	P149407.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=vertebrates;VV=v1.1.0
